id,name,symbol,website_slug,rank,circulating_supply,total_supply,max_supply,last_updated,price,volume_24h,market_cap,percentage_change_1h,percentage_change_24h,percentage_change_7d,percent_change_1h,percent_change_24h,percent_change_7d,fear_and_greed_score,fear_and_greed_classification
11517,Polkadot,DOT,polkadot,9,1084430283,1084430283,1165379416,1644911645,19.36,603987305,20970065720,0.476774387389254,5.23902123254647,-13.6428652127176,0.476774387389254,5.23902123254647,-13.6428652127176,46,Fear
