id,name,symbol,website_slug,rank,circulating_supply,total_supply,max_supply,last_updated,price,volume_24h,market_cap,percentage_change_1h,percentage_change_24h,percentage_change_7d,percent_change_1h,percent_change_24h,percent_change_7d,fear_and_greed_score,fear_and_greed_classification
11733,Solana,SOL,solana,10,319054490,319054490,508180964,1644911630,102.0,1550464229,32479331231,0.909810165156077,7.77929984974005,-13.3207585641976,0.909810165156077,7.77929984974005,-13.3207585641976,46,Fear
