id,name,symbol,website_slug,rank,circulating_supply,total_supply,max_supply,last_updated,price,volume_24h,market_cap,percentage_change_1h,percentage_change_24h,percentage_change_7d,percent_change_1h,percent_change_24h,percent_change_7d,fear_and_greed_score,fear_and_greed_classification
825,Tether,USDT,tether,5,78470051334,78470051334,78470051334,1644911559,1.001,40302618424,78532978052,0.0305296976739504,-0.0758397282852069,-0.0100280560596439,0.0305296976739504,-0.0758397282852069,-0.0100280560596439,46,Fear
