id,name,symbol,website_slug,rank,circulating_supply,total_supply,max_supply,last_updated,price,volume_24h,market_cap,percentage_change_1h,percentage_change_24h,percentage_change_7d,percent_change_1h,percent_change_24h,percent_change_7d,fear_and_greed_score,fear_and_greed_classification
74,Dogecoin,DOGE,dogecoin,7,132670764300,132670764300,0,1644911646,0.149266,576553787,19769744262,0.621031640793032,2.42314829152232,-9.95573534691917,0.621031640793032,2.42314829152232,-9.95573534691917,46,Fear
