id,name,symbol,website_slug,rank,circulating_supply,total_supply,max_supply,last_updated,price,volume_24h,market_cap,percentage_change_1h,percentage_change_24h,percentage_change_7d,percent_change_1h,percent_change_24h,percent_change_7d,fear_and_greed_score,fear_and_greed_classification
1839,Binance Coin,BNB,binancecoin,4,168137036,168137036,168137036,1644911662,427.84,1116533419,71933472737,0.99185064710385,8.10963069355076,-1.40943966865801,0.99185064710385,8.10963069355076,-1.40943966865801,46,Fear
