id,name,symbol,website_slug,rank,circulating_supply,total_supply,max_supply,last_updated,price,volume_24h,market_cap,percentage_change_1h,percentage_change_24h,percentage_change_7d,percent_change_1h,percent_change_24h,percent_change_7d,fear_and_greed_score,fear_and_greed_classification
2010,Cardano,ADA,cardano,3,32066390668,32066390668,45000000000,1644911644,1.072,908727016,34332207297,0.0820317417301651,3.30323430155478,-10.7108443007599,0.0820317417301651,3.30323430155478,-10.7108443007599,46,Fear
