id,name,symbol,website_slug,rank,circulating_supply,total_supply,max_supply,last_updated,price,volume_24h,market_cap,percentage_change_1h,percentage_change_24h,percentage_change_7d,percent_change_1h,percent_change_24h,percent_change_7d,fear_and_greed_score,fear_and_greed_classification
11968,Uniswap,UNI,uniswap,11,456489583,456489583,1000000000,1644911661,10.93,118379486,4983848963,0.561624535893698,5.0000248483617,-12.025108164451,0.561624535893698,5.0000248483617,-12.025108164451,46,Fear
